agent_name,rule_id,rule_description,rule_level,raw_count,unlabeled_count,labeled_overlap_count
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable new DMA devices when this computer is locked' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Use of Camera' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off cloud optimized content' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Microsoft consumer experiences' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not display the password reveal button' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable OneSettings Downloads' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not show feedback notifications' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable OneSettings Auditing' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Limit Dump Collection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Toggle user control over Insider builds' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Download Mode' is NOT set to 'Enabled: Internet'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer Experimental Features' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer Hash Override' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'.",7,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off account-based insights, recent, favorite, and recommended files in File Explorer' is set to 'Enabled'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off heap termination on corruption' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off location' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Join Microsoft MAPS' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable file hash computation feature' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan all downloaded files and attachments' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off real-time protection' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on behavior monitoring' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on script scanning' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Watson events' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan packed executables' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan removable drives' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on e-mail scanning' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Microsoft Defender AntiVirus' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow auditing events in Microsoft Defender Application Guard' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow camera and microphone access in Microsoft Defender Application Guard' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow data persistence for Microsoft Defender Application Guard' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow files to download and save to the host operating system from Microsoft Defender Application Guard' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting' is set to 'Enabled: Enable clipboard operation from an isolated session to the host'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on Microsoft Defender Application Guard in Managed Mode' is set to 'Enabled: 1'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable news and interests on the taskbar' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Push To Install service' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable Cloud Clipboard integration for server-to-client data transfer' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow passwords to be saved' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow users to connect remotely by using Remote Desktop Services' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow UI Automation redirection' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow COM port redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow drive redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow location redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow LPT port redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow WebAuthn redirection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Always prompt for password upon connection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require secure RPC communication' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)'.",7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent downloading of enclosures' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cortana' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cortana above lock screen' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow indexing of encrypted files' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search and Cortana to use location' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search highlights' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable all apps from Microsoft Store' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Only display the private store within the Microsoft Store' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the Store application' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow widgets' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Automatic Data Collection' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Malicious' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Password Reuse' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Unsafe App' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Service Enabled' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable ESS with Supported Peripherals' is set to 'Enabled: 1'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow user control over installs' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Always install with elevated privileges' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable MPR notifications for the system' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Transcription' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow Digest authentication' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow remote server management through WinRM' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Remote Shell Access' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow networking in Windows Sandbox' is set to 'Disabled'.,7,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent users from modifying settings' is set to 'Enabled'.,7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Automatic Updates' is set to 'Enabled'.,3,1,1,0
safesoc-win-01,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable features introduced via servicing that are off by default' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remove access to ""Pause updates"" feature' is set to 'Enabled'.",7,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Manage preview builds' is set to 'Disabled'.,3,1,1,0
safesoc-win-01,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: 180 or more days'.,7,1,1,0
safesoc-win-01,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'.,3,1,1,0
safesoc-win-01,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable optional updates' is set to 'Disabled'.,3,1,1,0
safesoc-lnx-01,501,New wazuh agent connected.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure mounting of cramfs filesystems is disabled.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure freevxfs kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure hfs kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure hfsplus kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure jffs2 kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure overlayfs kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure squashfs kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure udf kernel module is not available.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure usb-storage kernel module is not available.,3,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure unused filesystems kernel modules are not available.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure /tmp is a separate partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /tmp partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /tmp partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure noexec option set on /tmp partition.,7,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure /dev/shm is a separate partition.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /dev/shm partition.,3,1,1,0
safesoc-lnx-01,19008,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /dev/shm partition.,3,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure noexec option set on /dev/shm partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure separate partition exists for /home.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /home partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /home partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure separate partition exists for /var.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /var partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /var partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure separate partition exists for /var/tmp.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /var/tmp partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /var/tmp partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure noexec option set on /var/tmp partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure separate partition exists for /var/log.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /var/log partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /var/log partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure noexec option set on /var/log partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure separate partition exists for /var/log/audit.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nodev option set on /var/log/audit partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure nosuid option set on /var/log/audit partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure noexec option set on /var/log/audit partition.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure AppArmor is installed.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure AppArmor is enabled in the bootloader configuration.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure all AppArmor Profiles are in enforce or complain mode.,7,1,1,0
safesoc-lnx-01,19007,CIS Ubuntu Linux 24.04 LTS Benchmark v1.0.0.: Ensure all AppArmor Profiles are enforcing.,7,1,1,0
